wavelength;lens;cameraSensor
976;0.7083386053702432;0.18895445942436384
977;0.7074610409506634;0.18564684195627779
978;0.7066435117199423;0.18270593846766225
979;0.7058336357724976;0.1801150306714835
980;0.7049839805794498;0.17759687370018706
981;0.70424257676209;0.17508399314482204
982;0.7027487224902641;0.1731524965483705
983;0.7024274182600196;0.1713258669374349
984;0.7009744272179799;0.16880243057075317
985;0.7003330827863344;0.16711489047033334
986;0.6987906050043333;0.165281278085738
987;0.6985862400851159;0.1639452791108177
988;0.696600956427901;0.16256885340814098
989;0.6962591513257357;0.16150059165855246
990;0.6948433315718738;0.16044530924525846
991;0.6946900744360452;0.15975846741381627
